eng_power,friction_lim,wheel_rad,bumper_width2,hull2_width1,hull3_width3,steering_scalar,brake_scalar
eng_power,friction_lim,wheel_rad,wheel_width,bumper_width1,bumper_width2,hull2_width1,hull2_width2,hull3_width1,hull3_width2,hull3_width3,hull3_width4,spoiler_width1,spoiler_width2,steering_scalar,rear_steering_scalar,brake_scalar,max_speed,color
eng_power,friction_lim,wheel_rad,wheel_width,hull2_width1,hull2_width2,hull3_width1,steering_scalar,brake_scalar
eng_power,wheel_width,hull2_width1,hull2_width2,hull3_width1,hull3_width2,hull3_width4,steering_scalar,brake_scalar,max_speed
eng_power,wheel_rad,wheel_width,bumper_width1,bumper_width2,hull3_width1,hull3_width2,hull3_width3,hull3_width4,spoiler_width1,spoiler_width2,steering_scalar,rear_steering_scalar,brake_scalar,max_speed,color
eng_power,hull2_width1,hull3_width2,hull3_width3
friction_lim,wheel_rad,bumper_width1,bumper_width2,hull2_width1,hull2_width2,hull3_width1,hull3_width2,hull3_width3,hull3_width4,spoiler_width1,spoiler_width2,steering_scalar,brake_scalar,color
eng_power,friction_lim,spoiler_width1,steering_scalar,max_speed,color
wheel_width,steering_scalar,max_speed,color
eng_power,friction_lim,wheel_width,bumper_width1,bumper_width2,hull2_width1,hull2_width2,hull3_width1,hull3_width2,hull3_width3,hull3_width4,spoiler_width1,spoiler_width2,steering_scalar,rear_steering_scalar,max_speed,color
friction_lim,wheel_width,hull2_width1,hull2_width2,hull3_width1,brake_scalar,max_speed,color
friction_lim,wheel_rad,wheel_width,hull2_width2,spoiler_width1,steering_scalar,rear_steering_scalar,brake_scalar,max_speed,color
